state,district,pincode,pincode_total,district_avg,state_avg
Telangana,Khammam,507209,111,3.1714285714285713,3.1714285714285713
Telangana,Khammam,507210,13,1.1818181818181819,1.1818181818181819
Telangana,Khammam,507211,9,1.125,1.125
Telangana,Khammam,507302,88,3.259259259259259,3.259259259259259
Telangana,Khammam,507303,107,3.8214285714285716,3.8214285714285716
Telangana,Khammam,507304,23,1.7692307692307692,1.7692307692307692
Telangana,Khammam,507305,46,2.090909090909091,2.090909090909091
Telangana,Khammam,507316,2,1.0,1.0
Telangana,Khammam,507318,52,1.9259259259259258,1.9259259259259258
Telangana,Komaram Bheem,504219,7,1.0,1.0
Telangana,Komaram Bheem,504273,37,1.5416666666666667,1.5416666666666667
Telangana,Komaram Bheem,504292,77,2.9615384615384617,2.9615384615384617
Telangana,Komaram Bheem,504293,88,2.75,2.75
Telangana,Komaram Bheem,504294,21,1.75,1.75
Telangana,Komaram Bheem,504295,66,2.75,2.75
Telangana,Komaram Bheem,504296,136,3.8857142857142857,3.8857142857142857
Telangana,Komaram Bheem,504299,172,5.0588235294117645,5.0588235294117645
Telangana,Komaram Bheem,504311,7,1.4,1.4
Telangana,Komaram Bheem,504313,53,1.962962962962963,1.962962962962963
Telangana,Mahabubabad,506101,96,3.310344827586207,3.310344827586207
Telangana,Mahabubabad,506104,32,1.6,1.6
Telangana,Mahabubabad,506105,48,1.92,1.92
Telangana,Mahabubabad,506112,83,2.8620689655172415,2.8620689655172415
Telangana,Mahabubabad,506134,25,1.5625,1.5625
Telangana,Mahabubabad,506135,59,2.185185185185185,2.185185185185185
Telangana,Mahabubabad,506163,85,2.8333333333333335,2.8333333333333335
Telangana,Mahabubabad,506315,97,3.129032258064516,3.129032258064516
Telangana,Mahabubabad,506317,33,1.65,1.65
Telangana,Mahabubabad,506318,17,1.4166666666666667,1.4166666666666667
Telangana,Mahabubabad,506324,74,2.642857142857143,2.642857142857143
Telangana,Mahabubabad,506332,9,1.5,1.5
Telangana,Mahabubabad,506368,1,1.0,1.0
Telangana,Mahabubabad,506381,52,2.08,2.08
Telangana,Mahabubabad,507122,8,1.1428571428571428,1.1428571428571428
Telangana,Mahabubabad,507210,37,1.9473684210526316,1.9473684210526316
Telangana,Mahabubabad,507211,57,2.28,2.28
Telangana,Mahabubnagar,509001,526,15.028571428571428,15.028571428571428
Telangana,Mahabubnagar,509102,115,3.9655172413793105,3.9655172413793105
Telangana,Mahabubnagar,509103,30,1.6666666666666667,1.6666666666666667
Telangana,Mahabubnagar,509104,35,1.75,1.75
Telangana,Mahabubnagar,509105,32,1.4545454545454546,1.4545454545454546
Telangana,Mahabubnagar,509110,70,2.8,2.8
Telangana,Mahabubnagar,509120,24,1.411764705882353,1.411764705882353
Telangana,Mahabubnagar,509125,87,2.806451612903226,2.806451612903226
Telangana,Mahabubnagar,509126,19,1.3571428571428572,1.3571428571428572
Telangana,Mahabubnagar,509127,93,3.3214285714285716,3.3214285714285716
Telangana,Mahabubnagar,509128,30,1.4285714285714286,1.4285714285714286
Telangana,Mahabubnagar,509129,54,2.4545454545454546,2.4545454545454546
Telangana,Mahabubnagar,509130,39,1.8571428571428572,1.8571428571428572
Telangana,Mahabubnagar,509131,49,2.45,2.45
Telangana,Mahabubnagar,509132,57,2.111111111111111,2.111111111111111
Telangana,Mahabubnagar,509135,24,1.5,1.5
Telangana,Mahabubnagar,509152,9,1.125,1.125
Telangana,Mahabubnagar,509153,13,1.0833333333333333,1.0833333333333333
Telangana,Mahabubnagar,509201,57,2.111111111111111,2.111111111111111
Telangana,Mahabubnagar,509202,191,5.787878787878788,5.787878787878788
Telangana,Mahabubnagar,509203,60,2.5,2.5
Telangana,Mahabubnagar,509204,178,5.741935483870968,5.741935483870968
Telangana,Mahabubnagar,509205,201,6.483870967741935,6.483870967741935
Telangana,Mahabubnagar,509206,56,2.24,2.24
Telangana,Mahabubnagar,509207,51,2.125,2.125
Telangana,Mahabubnagar,509208,68,2.6153846153846154,2.6153846153846154
Telangana,Mahabubnagar,509209,84,2.8,2.8
Telangana,Mahabubnagar,509210,290,8.787878787878787,8.787878787878787
Telangana,Mahabubnagar,509215,65,2.3214285714285716,2.3214285714285716
Telangana,Mahabubnagar,509216,39,1.7727272727272727,1.7727272727272727
Telangana,Mahabubnagar,509217,3,1.0,1.0
Telangana,Mahabubnagar,509219,70,2.9166666666666665,2.9166666666666665
Telangana,Mahabubnagar,509228,11,1.2222222222222223,1.2222222222222223
Telangana,Mahabubnagar,509235,72,2.6666666666666665,2.6666666666666665
Telangana,Mahabubnagar,509301,293,8.878787878787879,8.878787878787879
Telangana,Mahabubnagar,509311,84,3.230769230769231,3.230769230769231
Telangana,Mahabubnagar,509320,100,3.7037037037037037,3.7037037037037037
Telangana,Mahabubnagar,509321,30,1.5789473684210527,1.5789473684210527
Telangana,Mahabubnagar,509324,94,3.6153846153846154,3.6153846153846154
Telangana,Mahabubnagar,509325,9,1.8,1.8
Telangana,Mahabubnagar,509326,5,1.25,1.25
Telangana,Mahabubnagar,509327,15,1.3636363636363635,1.3636363636363635
Telangana,Mahabubnagar,509334,178,5.393939393939394,5.393939393939394
Telangana,Mahabubnagar,509335,7,1.1666666666666667,1.1666666666666667
Telangana,Mahabubnagar,509336,35,1.6666666666666667,1.6666666666666667
Telangana,Mahabubnagar,509337,45,2.3684210526315788,2.3684210526315788
Telangana,Mahabubnagar,509338,27,1.5,1.5
Telangana,Mahabubnagar,509339,127,3.96875,3.96875
Telangana,Mahabubnagar,509340,173,5.242424242424242,5.242424242424242
Telangana,Mahabubnagar,509349,57,2.375,2.375
Telangana,Mahabubnagar,509350,36,1.8,1.8
Telangana,Mahabubnagar,509351,16,1.2307692307692308,1.2307692307692308
Telangana,Mahabubnagar,509352,19,1.5833333333333333,1.5833333333333333
Telangana,Mahabubnagar,509353,51,1.9615384615384615,1.9615384615384615
Telangana,Mahabubnagar,509357,98,3.5,3.5
Telangana,Mahabubnagar,509358,12,1.3333333333333333,1.3333333333333333
Telangana,Mahabubnagar,509360,32,1.8823529411764706,1.8823529411764706
Telangana,Mahabubnagar,509371,188,5.696969696969697,5.696969696969697
Telangana,Mahabubnagar,509375,182,5.870967741935484,5.870967741935484
Telangana,Mahabubnagar,509376,67,2.68,2.68
Telangana,Mahabubnagar,509380,72,2.769230769230769,2.769230769230769
Telangana,Mahabubnagar,509381,62,2.6956521739130435,2.6956521739130435
Telangana,Mahabubnagar,509382,213,6.454545454545454,6.454545454545454
Telangana,Mahabubnagar,509385,97,3.03125,3.03125
Telangana,Mahabubnagar,509401,129,4.03125,4.03125
Telangana,Mahabubnagar,509406,63,2.3333333333333335,2.3333333333333335
Telangana,Mahabubnagar,509407,80,2.857142857142857,2.857142857142857
Telangana,Mahabubnagar,509408,67,2.68,2.68
Telangana,Mahabubnagar,509409,71,2.2903225806451615,2.2903225806451615
Telangana,Mahabubnagar,509410,16,1.2307692307692308,1.2307692307692308
Telangana,Mahabubnagar,509411,102,3.4,3.4
Telangana,Mahabubnagar,509412,118,3.4705882352941178,3.4705882352941178
Telangana,Mancherial,504201,40,1.7391304347826086,1.7391304347826086
Telangana,Mancherial,504204,23,1.3529411764705883,1.3529411764705883
Telangana,Mancherial,504205,25,1.6666666666666667,1.6666666666666667
Telangana,Mancherial,504206,22,1.8333333333333333,1.8333333333333333
Telangana,Mancherial,504207,17,1.3076923076923077,1.3076923076923077
Telangana,Mancherial,504208,62,2.1379310344827585,2.1379310344827585
Telangana,Mancherial,504209,19,1.5833333333333333,1.5833333333333333
Telangana,Mancherial,504214,19,1.3571428571428572,1.3571428571428572
Telangana,Mancherial,504215,25,1.4705882352941178,1.4705882352941178
Telangana,Mancherial,504216,18,1.2857142857142858,1.2857142857142858
Telangana,Mancherial,504218,14,1.4,1.4
Telangana,Mancherial,504219,27,1.588235294117647,1.588235294117647
Telangana,Mancherial,504220,5,1.0,1.0
Telangana,Mancherial,504231,61,2.44,2.44
Telangana,Mancherial,504251,74,2.3125,2.3125
Telangana,Mancherial,504272,37,1.85,1.85
Telangana,Mancherial,504273,18,1.2857142857142858,1.2857142857142858
Telangana,Mancherial,504301,24,1.7142857142857142,1.7142857142857142
Telangana,Mancherial,504302,46,2.090909090909091,2.090909090909091
Telangana,Mancherial,504303,22,1.2941176470588236,1.2941176470588236
Telangana,Medak,502001,50,2.0,2.0
Telangana,Medak,502032,58,2.1481481481481484,2.1481481481481484
Telangana,Medak,502101,14,1.4,1.4
Telangana,Medak,502102,74,2.96,2.96
Telangana,Medak,502103,39,2.0526315789473686,2.0526315789473686
Telangana,Medak,502107,17,1.2142857142857142,1.2142857142857142
Telangana,Medak,502108,33,2.0625,2.0625
Telangana,Medak,502109,66,2.75,2.75
Telangana,Medak,502110,42,1.6153846153846154,1.6153846153846154
Telangana,Medak,502113,63,2.25,2.25
Telangana,Medak,502114,13,1.1818181818181819,1.1818181818181819
Telangana,Medak,502115,26,1.368421052631579,1.368421052631579
Telangana,Medak,502117,35,1.8421052631578947,1.8421052631578947
Telangana,Medak,502125,15,1.25,1.25
Telangana,Medak,502130,20,1.5384615384615385,1.5384615384615385
Telangana,Medak,502205,2,1.0,1.0
Telangana,Medak,502210,81,3.0,3.0
Telangana,Medak,502220,149,4.806451612903226,4.806451612903226
Telangana,Medak,502221,78,3.25,3.25
Telangana,Medak,502228,19,1.4615384615384615,1.4615384615384615
Telangana,Medak,502246,29,1.5263157894736843,1.5263157894736843
Telangana,Medak,502247,42,1.826086956521739,1.826086956521739
Telangana,Medak,502248,39,1.95,1.95
Telangana,Medak,502249,62,2.2962962962962963,2.2962962962962963
Telangana,Medak,502251,49,2.3333333333333335,2.3333333333333335
Telangana,Medak,502255,42,1.6153846153846154,1.6153846153846154
Telangana,Medak,502256,48,2.0869565217391304,2.0869565217391304
Telangana,Medak,502257,60,2.5,2.5
Telangana,Medak,502267,14,1.75,1.75
Telangana,Medak,502269,93,3.3214285714285716,3.3214285714285716
Telangana,Medak,502270,95,3.1666666666666665,3.1666666666666665
Telangana,Medak,502271,60,2.727272727272727,2.727272727272727
Telangana,Medak,502273,72,2.769230769230769,2.769230769230769
Telangana,Medak,502276,12,1.2,1.2
Telangana,Medak,502277,19,1.2666666666666666,1.2666666666666666
Telangana,Medak,502278,28,2.1538461538461537,2.1538461538461537
Telangana,Medak,502279,127,3.96875,3.96875
Telangana,Medak,502280,21,1.3125,1.3125
Telangana,Medak,502281,23,1.4375,1.4375
Telangana,Medak,502285,44,2.0,2.0
Telangana,Medak,502286,309,9.088235294117647,9.088235294117647
Telangana,Medak,502287,124,3.875,3.875
Telangana,Medak,502290,71,2.6296296296296298,2.6296296296296298
Telangana,Medak,502291,119,3.71875,3.71875
Telangana,Medak,502293,36,1.565217391304348,1.565217391304348
Telangana,Medak,502294,12,1.3333333333333333,1.3333333333333333
Telangana,Medak,502295,59,2.185185185185185,2.185185185185185
Telangana,Medak,502296,117,3.5454545454545454,3.5454545454545454
Telangana,Medak,502300,32,1.5238095238095237,1.5238095238095237
Telangana,Medak,502301,35,2.0588235294117645,2.0588235294117645
Telangana,Medak,502302,94,3.4814814814814814,3.4814814814814814
Telangana,Medak,502303,23,1.4375,1.4375
Telangana,Medak,502305,7,1.75,1.75
Telangana,Medak,502306,55,2.1153846153846154,2.1153846153846154
Telangana,Medak,502307,15,1.5,1.5
Telangana,Medak,502310,17,1.3076923076923077,1.3076923076923077
Telangana,Medak,502311,4,1.0,1.0
Telangana,Medak,502312,16,1.4545454545454546,1.4545454545454546
Telangana,Medak,502313,198,6.0,6.0
Telangana,Medak,502314,87,3.2222222222222223,3.2222222222222223
Telangana,Medak,502316,91,2.84375,2.84375
Telangana,Medak,502318,55,2.037037037037037,2.037037037037037
Telangana,Medak,502319,79,2.5483870967741935,2.5483870967741935
Telangana,Medak,502321,70,2.5,2.5
Telangana,Medak,502325,25,1.5625,1.5625
Telangana,Medak,502329,24,1.6,1.6
Telangana,Medak,502331,38,1.7272727272727273,1.7272727272727273
Telangana,Medak,502334,120,3.6363636363636362,3.6363636363636362
Telangana,Medak,502335,33,1.736842105263158,1.736842105263158
Telangana,Medak,502336,116,3.8666666666666667,3.8666666666666667
Telangana,Medak,502345,107,3.34375,3.34375
Telangana,Medak,502371,43,1.8695652173913044,1.8695652173913044
Telangana,Medak,502372,39,1.7727272727272727,1.7727272727272727
Telangana,Medak,502375,19,1.3571428571428572,1.3571428571428572
Telangana,Medak,502381,54,2.16,2.16
Telangana,Medchal Malkajgiri,500072,298,298.0,298.0
Telangana,Medchal Malkajgiri,500090,406,406.0,406.0
Telangana,Medchal-malkajgiri,500010,106,3.6551724137931036,3.6551724137931036
Telangana,Medchal-malkajgiri,500014,19,1.4615384615384615,1.4615384615384615
Telangana,Medchal-malkajgiri,500015,2,1.0,1.0
Telangana,Medchal-malkajgiri,500016,8,1.0,1.0
Telangana,Medchal-malkajgiri,500018,147,4.454545454545454,4.454545454545454
Telangana,Medchal-malkajgiri,500037,96,3.0,3.0
Telangana,Medchal-malkajgiri,500039,60,2.0,2.0
Telangana,Medchal-malkajgiri,500040,51,1.9615384615384615,1.9615384615384615
Telangana,Medchal-malkajgiri,500043,40,1.8181818181818181,1.8181818181818181
Telangana,Medchal-malkajgiri,500049,22,1.6923076923076923,1.6923076923076923
Telangana,Medchal-malkajgiri,500051,16,1.7777777777777777,1.7777777777777777
Telangana,Medchal-malkajgiri,500055,243,6.942857142857143,6.942857142857143
Telangana,Medchal-malkajgiri,500056,51,2.217391304347826,2.217391304347826
Telangana,Medchal-malkajgiri,500062,87,3.107142857142857,3.107142857142857
Telangana,Medchal-malkajgiri,500067,15,1.0714285714285714,1.0714285714285714
Telangana,Medchal-malkajgiri,500068,47,2.1363636363636362,2.1363636363636362
Telangana,Medchal-malkajgiri,500072,262,7.081081081081081,7.081081081081081
Telangana,Medchal-malkajgiri,500078,9,1.125,1.125
Telangana,Medchal-malkajgiri,500083,76,2.923076923076923,2.923076923076923
Telangana,Medchal-malkajgiri,500085,66,2.2758620689655173,2.2758620689655173
Telangana,Medchal-malkajgiri,500087,100,3.0303030303030303,3.0303030303030303
Telangana,Medchal-malkajgiri,500090,239,6.45945945945946,6.45945945945946
Telangana,Medchal-malkajgiri,500092,92,3.8333333333333335,3.8333333333333335
Telangana,Medchal-malkajgiri,500098,36,2.25,2.25
Telangana,Medchal-malkajgiri,500100,16,1.3333333333333333,1.3333333333333333
Telangana,Medchal-malkajgiri,500101,11,1.2222222222222223,1.2222222222222223
Telangana,Medchal-malkajgiri,500103,1,1.0,1.0
Telangana,Medchal-malkajgiri,501301,63,2.423076923076923,2.423076923076923
Telangana,Medchal-malkajgiri,501401,42,1.826086956521739,1.826086956521739
Telangana,Medchal?malkajgiri,500090,1,1.0,1.0
Telangana,Medchal−malkajgiri,500014,11,1.0,1.0
Telangana,Medchal−malkajgiri,500018,1,1.0,1.0
Telangana,Medchal−malkajgiri,500037,1,1.0,1.0
Telangana,Medchal−malkajgiri,500039,16,1.2307692307692308,1.2307692307692308
Telangana,Medchal−malkajgiri,500043,6,1.0,1.0
Telangana,Medchal−malkajgiri,500049,2,1.0,1.0
Telangana,Medchal−malkajgiri,500055,81,2.7,2.7
Telangana,Medchal−malkajgiri,500056,20,1.4285714285714286,1.4285714285714286
Telangana,Medchal−malkajgiri,500067,1,1.0,1.0
Telangana,Medchal−malkajgiri,500072,35,1.6666666666666667,1.6666666666666667
Telangana,Medchal−malkajgiri,500083,14,1.2727272727272727,1.2727272727272727
Telangana,Medchal−malkajgiri,500085,6,1.0,1.0
Telangana,Medchal−malkajgiri,500087,28,1.4736842105263157,1.4736842105263157
Telangana,Medchal−malkajgiri,500090,40,1.8181818181818181,1.8181818181818181
Telangana,Medchal−malkajgiri,500100,2,1.0,1.0
Telangana,Medchal−malkajgiri,501301,7,1.0,1.0
Telangana,Medchal−malkajgiri,501401,11,1.375,1.375
Telangana,Mulugu,506164,1,1.0,1.0
Telangana,Mulugu,506165,124,3.875,3.875
Telangana,Mulugu,506168,2,2.0,2.0
Telangana,Mulugu,506172,126,4.5,4.5
Telangana,Mulugu,506343,28,1.6470588235294117,1.6470588235294117
Telangana,Mulugu,506344,26,1.3,1.3
Telangana,Mulugu,506345,19,1.2666666666666666,1.2666666666666666
Telangana,Mulugu,506347,30,2.142857142857143,2.142857142857143
Telangana,Mulugu,506349,25,1.3888888888888888,1.3888888888888888
Telangana,Mulugu,506352,36,1.7142857142857142,1.7142857142857142
Telangana,Mulugu,507133,10,1.4285714285714286,1.4285714285714286
Telangana,Mulugu,507136,77,2.75,2.75
Telangana,Nagarkurnool,509102,39,1.7727272727272727,1.7727272727272727
Telangana,Nagarkurnool,509105,15,1.25,1.25
Telangana,Nagarkurnool,509201,15,1.5,1.5
Telangana,Nagarkurnool,509203,69,2.875,2.875
Telangana,Nagarkurnool,509206,21,1.6153846153846154,1.6153846153846154
Telangana,Nagarkurnool,509209,93,3.4444444444444446,3.4444444444444446
Telangana,Nagarkurnool,509215,31,1.631578947368421,1.631578947368421
Telangana,Nagarkurnool,509235,25,1.4705882352941178,1.4705882352941178
Telangana,Nagarkurnool,509301,5,1.0,1.0
Telangana,Nagarkurnool,509320,57,2.4782608695652173,2.4782608695652173
Telangana,Nagarkurnool,509324,75,2.8846153846153846,2.8846153846153846
Telangana,Nagarkurnool,509349,16,1.3333333333333333,1.3333333333333333
Telangana,Nagarkurnool,509357,7,1.4,1.4
Telangana,Nagarkurnool,509360,42,2.3333333333333335,2.3333333333333335
Telangana,Nagarkurnool,509371,1,1.0,1.0
Telangana,Nagarkurnool,509375,56,2.6666666666666665,2.6666666666666665
Telangana,Nagarkurnool,509376,50,2.0,2.0
Telangana,Nagarkurnool,509385,44,2.0952380952380953,2.0952380952380953
Telangana,Nagarkurnool,509401,49,1.8846153846153846,1.8846153846153846
Telangana,Nagarkurnool,509406,19,1.9,1.9
Telangana,Nagarkurnool,509411,2,1.0,1.0
Telangana,Nagarkurnool,509412,58,2.32,2.32
Telangana,Nalgonda,508001,264,7.333333333333333,7.333333333333333
Telangana,Nalgonda,508004,50,2.0833333333333335,2.0833333333333335
Telangana,Nalgonda,508101,21,1.9090909090909092,1.9090909090909092
Telangana,Nalgonda,508105,34,2.125,2.125
Telangana,Nalgonda,508111,14,1.4,1.4
Telangana,Nalgonda,508112,17,1.1333333333333333,1.1333333333333333
Telangana,Nalgonda,508113,23,1.7692307692307692,1.7692307692307692
Telangana,Nalgonda,508114,53,2.0384615384615383,2.0384615384615383
Telangana,Nalgonda,508115,20,1.3333333333333333,1.3333333333333333
Telangana,Nalgonda,508116,103,3.3225806451612905,3.3225806451612905
Telangana,Nalgonda,508126,43,2.0476190476190474,2.0476190476190474
Telangana,Nalgonda,508201,22,1.4666666666666666,1.4666666666666666
Telangana,Nalgonda,508202,90,3.103448275862069,3.103448275862069
Telangana,Nalgonda,508203,9,1.2857142857142858,1.2857142857142858
Telangana,Nalgonda,508204,54,2.16,2.16
Telangana,Nalgonda,508205,74,2.740740740740741,2.740740740740741
Telangana,Nalgonda,508206,54,2.16,2.16
Telangana,Nalgonda,508207,395,10.972222222222221,10.972222222222221
Telangana,Nalgonda,508210,105,3.3870967741935485,3.3870967741935485
Telangana,Nalgonda,508211,141,4.40625,4.40625
Telangana,Nalgonda,508212,33,1.65,1.65
Telangana,Nalgonda,508213,111,3.3636363636363638,3.3636363636363638
Telangana,Nalgonda,508217,61,2.44,2.44
Telangana,Nalgonda,508218,10,1.4285714285714286,1.4285714285714286
Telangana,Nalgonda,508221,29,1.7058823529411764,1.7058823529411764
Telangana,Nalgonda,508222,32,1.7777777777777777,1.7777777777777777
Telangana,Nalgonda,508223,18,1.2,1.2
Telangana,Nalgonda,508233,7,1.0,1.0
Telangana,Nalgonda,508234,3,1.5,1.5
Telangana,Nalgonda,508238,35,1.75,1.75
Telangana,Nalgonda,508243,114,3.9310344827586206,3.9310344827586206
Telangana,Nalgonda,508244,119,3.71875,3.71875
Telangana,Nalgonda,508245,118,3.806451612903226,3.806451612903226
Telangana,Nalgonda,508246,17,1.5454545454545454,1.5454545454545454
Telangana,Nalgonda,508247,70,2.5925925925925926,2.5925925925925926
Telangana,Nalgonda,508248,206,6.4375,6.4375
Telangana,Nalgonda,508250,74,2.96,2.96
Telangana,Nalgonda,508252,39,2.0526315789473686,2.0526315789473686
Telangana,Nalgonda,508253,52,2.6,2.6
Telangana,Nalgonda,508254,58,2.4166666666666665,2.4166666666666665
Telangana,Nalgonda,508255,102,3.4,3.4
Telangana,Nalgonda,508256,71,2.730769230769231,2.730769230769231
Telangana,Nalgonda,508257,58,2.32,2.32
Telangana,Nalgonda,508258,143,4.205882352941177,4.205882352941177
Telangana,Nalgonda,508266,85,2.7419354838709675,2.7419354838709675
Telangana,Nalgonda,508277,31,1.9375,1.9375
Telangana,Nalgonda,508278,95,3.1666666666666665,3.1666666666666665
Telangana,Nalgonda,508279,14,1.0769230769230769,1.0769230769230769
Telangana,Nalgonda,508280,18,1.3846153846153846,1.3846153846153846
Telangana,Nalgonda,508284,53,2.0384615384615383,2.0384615384615383
Telangana,Nalgonda,508285,20,1.5384615384615385,1.5384615384615385
Telangana,Nalgonda,508286,16,1.2307692307692308,1.2307692307692308
Telangana,Nalgonda,508355,73,2.607142857142857,2.607142857142857
Telangana,Nalgonda,508373,53,2.3043478260869565,2.3043478260869565
Telangana,Nalgonda,508374,70,2.5,2.5
Telangana,Nalgonda,508376,27,1.9285714285714286,1.9285714285714286
Telangana,Nalgonda,508377,46,2.090909090909091,2.090909090909091
Telangana,Narayanpet,509130,72,3.0,3.0
Telangana,Narayanpet,509204,20,1.4285714285714286,1.4285714285714286
Telangana,Narayanpet,509205,41,2.05,2.05
Telangana,Narayanpet,509208,140,4.516129032258065,4.516129032258065
Telangana,Narayanpet,509311,14,1.4,1.4
Telangana,Narayanpet,509336,10,1.1111111111111112,1.1111111111111112
Telangana,Narayanpet,509339,3,1.0,1.0
Telangana,Narayanpet,509350,1,1.0,1.0
Telangana,Narayanpet,509351,75,3.0,3.0
Telangana,Narayanpet,509352,111,3.3636363636363638,3.3636363636363638
Telangana,Narayanpet,509353,44,1.8333333333333333,1.8333333333333333
Telangana,Narayanpet,509371,33,1.9411764705882353,1.9411764705882353
Telangana,Narayanpet,509407,66,2.2758620689655173,2.2758620689655173
Telangana,Narayanpet,509409,17,1.2142857142857142,1.2142857142857142
Telangana,Narayanpet,509411,94,4.086956521739131,4.086956521739131
Telangana,Nirmal,504101,24,1.7142857142857142,1.7142857142857142
Telangana,Nirmal,504102,47,2.35,2.35
Telangana,Nirmal,504103,109,3.6333333333333333,3.6333333333333333
Telangana,Nirmal,504104,61,2.44,2.44
Telangana,Nirmal,504105,36,1.44,1.44
Telangana,Nirmal,504106,156,5.032258064516129,5.032258064516129
Telangana,Nirmal,504109,36,1.894736842105263,1.894736842105263
Telangana,Nirmal,504110,39,2.1666666666666665,2.1666666666666665
Telangana,Nirmal,504202,66,2.64,2.64
Telangana,Nirmal,504203,106,3.3125,3.3125
Telangana,Nirmal,504205,4,1.3333333333333333,1.3333333333333333
Telangana,Nirmal,504306,35,1.75,1.75
Telangana,Nirmal,504310,63,2.3333333333333335,2.3333333333333335
Telangana,Nizamabad,503001,431,11.972222222222221,11.972222222222221
Telangana,Nizamabad,503002,89,3.1785714285714284,3.1785714285714284
Telangana,Nizamabad,503003,57,2.375,2.375
Telangana,Nizamabad,503101,23,1.6428571428571428,1.6428571428571428
Telangana,Nizamabad,503102,6,1.0,1.0
Telangana,Nizamabad,503108,49,2.227272727272727,2.227272727272727
Telangana,Nizamabad,503110,9,1.2857142857142858,1.2857142857142858
Telangana,Nizamabad,503111,32,1.6842105263157894,1.6842105263157894
Telangana,Nizamabad,503114,55,2.2,2.2
Telangana,Nizamabad,503120,13,1.0833333333333333,1.0833333333333333
Telangana,Nizamabad,503122,83,2.8620689655172415,2.8620689655172415
Telangana,Nizamabad,503123,10,1.1111111111111112,1.1111111111111112
Telangana,Nizamabad,503124,19,1.7272727272727273,1.7272727272727273
Telangana,Nizamabad,503125,8,1.0,1.0
Telangana,Nizamabad,503144,15,1.5,1.5
Telangana,Nizamabad,503145,16,1.4545454545454546,1.4545454545454546
Telangana,Nizamabad,503164,91,3.033333333333333,3.033333333333333
Telangana,Nizamabad,503165,163,4.794117647058823,4.794117647058823
Telangana,Nizamabad,503174,2,1.0,1.0
Telangana,Nizamabad,503175,106,3.7857142857142856,3.7857142857142856
Telangana,Nizamabad,503180,44,2.0,2.0
Telangana,Nizamabad,503185,248,7.515151515151516,7.515151515151516
Telangana,Nizamabad,503186,55,2.2,2.2
Telangana,Nizamabad,503187,132,4.4,4.4
Telangana,Nizamabad,503188,42,2.1,2.1
Telangana,Nizamabad,503201,57,2.375,2.375
Telangana,Nizamabad,503202,27,1.5,1.5
Telangana,Nizamabad,503206,47,1.6785714285714286,1.6785714285714286
Telangana,Nizamabad,503207,121,4.172413793103448,4.172413793103448
Telangana,Nizamabad,503212,67,2.4814814814814814,2.4814814814814814
Telangana,Nizamabad,503213,56,2.4347826086956523,2.4347826086956523
Telangana,Nizamabad,503217,55,2.391304347826087,2.391304347826087
Telangana,Nizamabad,503218,41,2.1578947368421053,2.1578947368421053
Telangana,Nizamabad,503219,43,2.0476190476190474,2.0476190476190474
Telangana,Nizamabad,503224,276,7.885714285714286,7.885714285714286
Telangana,Nizamabad,503225,58,2.230769230769231,2.230769230769231
Telangana,Nizamabad,503230,70,2.5,2.5
Telangana,Nizamabad,503235,128,4.413793103448276,4.413793103448276
Telangana,Nizamabad,503245,73,2.8076923076923075,2.8076923076923075
Telangana,Nizamabad,503246,72,3.130434782608696,3.130434782608696
Telangana,Nizamabad,503301,31,1.55,1.55
Telangana,Nizamabad,503302,39,2.1666666666666665,2.1666666666666665
Telangana,Nizamabad,503305,61,2.44,2.44
Telangana,Nizamabad,503306,50,2.272727272727273,2.272727272727273
Telangana,Nizamabad,503307,146,4.866666666666666,4.866666666666666
Telangana,Nizamabad,503308,70,2.5,2.5
Telangana,Nizamabad,503309,91,3.25,3.25
Telangana,Nizamabad,503310,104,3.3548387096774195,3.3548387096774195
Telangana,Nizamabad,503311,78,3.12,3.12
Telangana,Nizamabad,503321,28,1.75,1.75
Telangana,Nizamabad,505307,1,1.0,1.0
Telangana,Nizamabad,505325,4,1.3333333333333333,1.3333333333333333
Telangana,Peddapalli,505152,32,2.0,2.0
Telangana,Peddapalli,505153,15,1.25,1.25
Telangana,Peddapalli,505162,14,1.1666666666666667,1.1666666666666667
Telangana,Peddapalli,505174,2,1.0,1.0
Telangana,Peddapalli,505184,42,1.75,1.75
Telangana,Peddapalli,505185,37,1.85,1.85
Telangana,Peddapalli,505186,9,1.5,1.5
Telangana,Peddapalli,505187,25,1.6666666666666667,1.6666666666666667
Telangana,Peddapalli,505188,7,1.4,1.4
Telangana,Peddapalli,505208,15,1.0714285714285714,1.0714285714285714
Telangana,Peddapalli,505209,6,1.2,1.2
Telangana,Peddapalli,505212,17,1.3076923076923077,1.3076923076923077
Telangana,Peddapalli,505214,4,1.3333333333333333,1.3333333333333333
Telangana,Peddapalli,505215,5,1.0,1.0
Telangana,Peddapalli,505415,3,1.0,1.0
Telangana,Peddapalli,505416,31,1.631578947368421,1.631578947368421
Telangana,Peddapalli,505514,16,1.2307692307692308,1.2307692307692308
Telangana,Peddapalli,505525,36,2.0,2.0
Telangana,Rajanna Sircilla,505301,107,3.689655172413793,3.689655172413793
Telangana,Rajanna Sircilla,505302,78,3.25,3.25
Telangana,Rajanna Sircilla,505303,27,1.6875,1.6875
Telangana,Rajanna Sircilla,505304,36,1.894736842105263,1.894736842105263
Telangana,Rajanna Sircilla,505305,46,1.84,1.84
